User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
Anusmita7,2019-11-04 17:38:31,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Assam, India",20,0,NaN
FootballArchive,2019-11-04 17:38:28,"From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",New England,7,0,NaN
HannahntheWolf,2019-11-04 17:38:22,That debt will prevent me from buying a home or a car or even procuring a loan to continue my education. It will fo  ,Greater Vancouver,0,0,1191409361857368065
garbadaru,2019-11-04 17:38:21,#EDUCATION;;MISS HADIZA SANNI DANMALIKI IS ONE OF OUR AGEGE YOUTHS. A GRADUATE OF BAYERO UNIVERSITY KANO (BUK) WITH A , ,2,0,NaN
whenpigsflyyy,2019-11-04 17:38:11,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Native Texan  (oh, the shame!)",154,0,NaN
JacquesProtic,2019-11-04 17:37:56," ""ARC is based at the University of Ottawa, and this was its fourth summit. It is a global movement co  ","Wales, United Kingdom",0,1,1191407446872510464
cb90096912,2019-11-04 17:37:09,"Pope Francis to university leaders: Education is  not only a matter of filling the mind with concepts,  but using  languages ",Vancouver B.C.,4,0,NaN
PTI_NWaziristan,2019-11-04 17:37:00,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Pakistan, North Waziristan",116,0,NaN
gardnerselby,2019-11-04 17:36:55,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
PublicHealthMap,2019-11-04 17:36:48,"Congratulations to Mallory Ohneck, our 2019 Section Liaison of the Year! Mallory is a Section Liaison for the School Heal ","Washington, DC",2,0,NaN
THEEREALCO,2019-11-04 17:35:49,A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,DMV ,16,0,NaN
Mo_Rayo,2019-11-04 17:35:31,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Southwest, Nigeria",164,0,NaN
perfect_deity,2019-11-04 17:35:10,  NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post University (@ ,NaN,3,0,NaN
RitaStyles20,2019-11-04 17:35:09,Was  a University by then? I am thinking you never had University education at all   ,"Kampala, Uganda",1,0,NaN
HitmarkerJobs,2019-11-04 17:35:01,  NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post Universi  ,"Newcastle upon Tyne, UK",3,3,NaN
PTIOBannu,2019-11-04 17:34:50,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Pakistan, KPK, Bannu",116,0,NaN
tmj_fay_edu,2019-11-04 17:34:27,"Want to land a job like ""Public Safety Officer (Police Officer)"" at Fayetteville State University? Applicant tracki  ","Fayetteville, NC",0,0,NaN
CampusFrance,2019-11-04 17:34:22,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,Paris / France,20,0,NaN
Shwelebathiyane,2019-11-04 17:34:15,Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,South Africa,23,0,NaN
CreightonSOM,2019-11-04 17:34:14,Advances in 3-D imaging open new possibilities for medical practice and education  via ,"Omaha, NE",0,0,NaN
g_bby13,2019-11-04 17:33:41,A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,New York ,16,0,NaN
T6thF,2019-11-04 17:33:36,Are you a ; ; Student applying to uni next year?;   Parent worried about the cost of uni?;  Teacher looking for new wa ,CHESHUNT,3,0,NaN
mormonsforera,2019-11-04 17:33:36,"Female students and former employees say the  police department blamed victims, failed to contact them promptly and compl ",mormonsforera.com,61,0,NaN
UtahInnovation,2019-11-04 17:33:36,The Huntsman family receives a standing ovation from a packed house as they announce $150 million gift to    ,NaN,2,6,NaN
j59841320,2019-11-04 17:33:31,Scenarios like this may happen in Canada if we don't start lowering the cost of education;;Many European and Latin Amer ,NaN,2,0,NaN
Anam12335024,2019-11-04 17:33:29,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,Ste foy les lyon ,116,0,NaN
ORichLander,2019-11-04 17:33:08,Was  a University by then? I am thinking you never had University education at all   ,"Kampala, Uganda",1,2,NaN
paciniannalisa,2019-11-04 17:33:06," Social science are evolving, but what direction are they leading us in? We need to drive this change, dealing with new globa ",Roma,2,0,NaN
lylebignon,2019-11-04 17:33:06,"As part of our Architectures of Education conference, Kehinde Andrews, Professor of Black Studies at Birmingham City Uni ",UK,1,0,NaN
882SanyuFM,2019-11-04 17:33:04,#SanyuNews;The parliamentary education committee has learnt that Makerere University has ignored the directive by p  ,"Kampala, Uganda",0,3,NaN
official_tunde_,2019-11-04 17:32:53,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,nigeria,164,0,NaN
Pratap00774433,2019-11-04 17:32:45,Dear  Do you read your own  ? Did you miss this ?  kids are ,NaN,109,0,NaN
SHER_e_BABBAR,2019-11-04 17:32:43,"Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",NaN,48,0,NaN
LuigiSerra2,2019-11-04 17:32:13,"Italian Minister of Education, University and research   guest of honor today  #Social ","Novi Ligure, Piemonte",2,0,NaN
ahmadbala360,2019-11-04 17:32:10,The President of Maryam Abacha American University Of Niger Ass. Prof Adamu Abubakar Gwarzo has just added another feath ,"Corleone, Sicilia",2,0,NaN
WiscPlasticSurg,2019-11-04 17:31:55,We have an awesome  team running the University service comprised of residents of all levels and sub-specialt ,NaN,3,0,NaN
Tweed_Barnesy,2019-11-04 17:31:52,"From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",NaN,7,0,NaN
CourageousPAK,2019-11-04 17:31:15,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
tonigabriels,2019-11-04 17:31:06,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
CanadaCouncil,2019-11-04 17:30:50,"Open Channels, the  multimedia exhibition is in  | above&amp;beyond. Open Channels runs in Ottawa, 1 ",Ottawa,3,0,NaN
TheBabuMajumdar,2019-11-04 17:30:50,On the way to  University.. Thank you for the kind gesture of offering a scholarship to a girl student from India for h ,"Kolkata, India",6750,0,NaN
ColtonW04721227,2019-11-04 17:30:42,Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NaN,23,0,NaN
TommyChong840,2019-11-04 17:30:35,Scenarios like this may happen in Canada if we don't start lowering the cost of education;;Many European and Latin Amer ,Niits tpiis-stahkoii treaty 7 ,2,0,NaN
Sadie_Sadie,2019-11-04 17:30:31,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",City of Utah,154,0,NaN
PTIKPOfficial,2019-11-04 17:30:13,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
0_0Mesias0_0,2019-11-04 17:30:13,Designer   of Japanese for Indonesia University of Education . Proof Earthquake Building  ,NaN,0,0,NaN
dealsoftakis,2019-11-04 17:30:07,"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob  ",United States,0,0,NaN
TutorsIndia,2019-11-04 17:30:01,Check out today's TutorsIndia #TopTips and learn how to master #Assignmentwriting! How to structure your essay  ,United Kingdom,0,0,NaN
TutorsIndia,2019-11-04 17:30:00,Looking for someone to #help you provide support in #statistical &amp; content #analysis tools? Let our experienced  ,United Kingdom,0,0,NaN
LangstonFrazier,2019-11-04 17:29:51,A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,MOST LIKELY AT A GOLF COURSE! ,16,0,NaN
TaralynParr,2019-11-04 17:29:51, s Norie Campbell shares the keys to intentional inclusion: 1) Dig deep &amp; ask yourself if your inclusive  ,"Toronto, Ontario",0,1,NaN
BeesonPam,2019-11-04 17:29:49,  An educated society is a benefit so paying for state sponsored university education is go  ,Canada,1,0,1190902806242304000
jacqmumford,2019-11-04 17:29:32,"From what I gather, here s what the  going non-profit means:;1. You can make tax-deductible donation here: ",Level 4076 of Candy Crush,13,0,NaN
brittnik,2019-11-04 17:29:30,The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,"Phoenix, AZ",293,0,NaN
timisaye,2019-11-04 17:29:04, I pointed out last month that our total budget on education is less than the budget of University of Toronto .,"Lagos, Nigeria",1,0,NaN
KiaLynette_,2019-11-04 17:29:00,A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,301 forever,16,0,NaN
stephanierlamm,2019-11-04 17:28:31,The Texas Cowboys were allowed to operate virtually without restrictions for eight months after Nicky Cumberland died o ,"Houston, TX",13,0,NaN
BrentJSteele1,2019-11-04 17:28:27,"From what I gather, here s what the  going non-profit means:;1. You can make tax-deductible donation here: ","Salt Lake City, UT",13,0,NaN
PeacefulSoul__,2019-11-04 17:28:23,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Federal Capital Territory, Nig",164,0,NaN
Chriselko,2019-11-04 17:28:06,"There is no college education worth $100,000 per year. Absolutely not.  ","Flanders, NJ",16,0,NaN
Derah77608345,2019-11-04 17:27:54,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Jos, Nigeria",164,0,NaN
FinlandLA,2019-11-04 17:27:31,The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,Los Angeles,293,0,NaN
amethystress,2019-11-04 17:27:27,"Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",Right here.,48,0,NaN
kb_leecaster,2019-11-04 17:26:31,"From what I gather, here s what the  going non-profit means:;1. You can make tax-deductible donation here: ","SL,UT",13,0,NaN
Patbagley,2019-11-04 17:26:25,"From what I gather, here s what the  going non-profit means:;1. You can make tax-deductible donation here: ",Salt Lake City,13,0,NaN
CEMUSUPPSALA,2019-11-04 17:26:18,Panel discussion on the Future of Higher Education has started! #eduppsala2019    ,Uppsala,0,4,NaN
tmj_mem_edu,2019-11-04 17:25:56,"Don't be shy. Score a job like ""Program Administrator-Pediatrics (CBMI)"" at The University of Tennessee by asking f  ","Memphis, TN",0,0,NaN
faazali09,2019-11-04 17:25:50,"Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Karachi, Pakistan",48,0,NaN
UNITE_tech_univ,2019-11-04 17:25:49,"Very exciting to be part of this project,  leading  part of UNITE consortium that kicks off today in  ",NaN,3,0,NaN
studentlifeyu,2019-11-04 17:25:42,Hillel York and the Israel and Golda Koschitzky Centre for Jewish Studies at York University are hosting the annual  ,"Vari Hall, York University",0,0,NaN
tamaraedolor,2019-11-04 17:25:26,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
APHAStudents,2019-11-04 17:25:18,"Congratulations to Mallory Ohneck, our 2019 Section Liaison of the Year! Mallory is a Section Liaison for the Schoo  ","Washington, DC",2,4,NaN
asadkhan4050,2019-11-04 17:25:16,   This guy got a degree from Osmania University. This is a fraud university in Andhra Pr ,Greater Phoenix Area,25,0,NaN
cosmictramp,2019-11-04 17:25:15,"The generous Tories are targeting poorer voters without university degrees who voted Brexit, by promising a  155 million boo ","North West, England",19,0,NaN
theresamacc,2019-11-04 17:24:57,"Pope Francis to university leaders: Education is  not only a matter of filling the mind with concepts,  but using  languages ",Rochester. NY,4,0,NaN
thegracemason,2019-11-04 17:24:47,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Salt Lake City, UT",154,0,NaN
AshishP57673790,2019-11-04 17:24:25,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,NaN,20,0,NaN
Strikingsword16,2019-11-04 17:24:24,"Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",Pakistan,48,0,NaN
wwnorton,2019-11-04 17:24:15," Two more days to win a copy of ""Thomas Jefferson's Education"" by Alan Taylor () AND our two-volume set of th ","New York, NY",1,0,NaN
zilbella,2019-11-04 17:23:43,Embarrassed  has done this. Chinese censorship should not be allowed to creep into UK Universities no matter how lu ,NaN,1076,0,NaN
